product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
24,DualSense Controller,Sony,Electronics,Gaming,639.0,34,5.0,High-quality gaming from Sony. DualSense Controller features premium materials and cutting-edge technology. Perfect for both personal and professional use.
25,Gazelle,Adidas,Clothing,Shoes,145.99,182,5.0,Stylish and comfortable shoes from Adidas. Gazelle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
26,iPhone 13,Apple,Electronics,Smartphones,1951.95,93,3.0,High-quality smartphones from Apple. iPhone 13 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
27,Dri-FIT T-Shirt,Nike,Clothing,Activewear,48.0,457,2.3,Stylish and comfortable activewear from Nike. Dri-FIT T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
28,Organic Cotton Sheet Set,Pottery Barn,Home,Bedding,264.49,23,3.4,Beautiful and functional bedding from Pottery Barn. Organic Cotton Sheet Set combines style and practicality to enhance your living space. Easy to assemble and maintain.
29,WH-1000XM4,Sony,Electronics,Headphones,399.95,26,3.5,High-quality headphones from Sony. WH-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
30,Galaxy Buds2 Pro,Samsung,Electronics,Headphones,71.49,178,5.0,High-quality headphones from Samsung. Galaxy Buds2 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
31,Vice Lipstick,Urban Decay,Beauty,Makeup,69.79,56,3.6,Professional-grade makeup from Urban Decay. Vice Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
32,iPad,Apple,Electronics,Tablets,573.49,37,5.0,High-quality tablets from Apple. iPad features premium materials and cutting-edge technology. Perfect for both personal and professional use.
33,Ruby Woo Lipstick,MAC,Beauty,Makeup,17.49,197,5.0,Professional-grade makeup from MAC. Ruby Woo Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
34,Gym Bag,Nike,Clothing,Accessories,105.49,108,5.0,Stylish and comfortable accessories from Nike. Gym Bag is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
35,iPhone 15 Pro,Apple,Electronics,Smartphones,2276.49,93,3.8,High-quality smartphones from Apple. iPhone 15 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
36,Pro Shorts,Nike,Clothing,Activewear,117.95,118,5.0,Stylish and comfortable activewear from Nike. Pro Shorts is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
37,Creator 3-in-1 Set,LEGO,Toys,Building Sets,95.49,166,4.3,Fun and educational building sets from LEGO. Creator 3-in-1 Set encourages creativity and learning through play. Safe for children and built to last.
38,"MacBook Pro 16""",Apple,Electronics,Laptops,1175.0,7,5.0,"High-quality laptops from Apple. MacBook Pro 16"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
39,Galaxy S24+,Samsung,Electronics,Smartphones,1376.0,6,5.0,High-quality smartphones from Samsung. Galaxy S24+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
40,Alpha 6700,Sony,Electronics,Cameras,1288.99,82,5.0,High-quality cameras from Sony. Alpha 6700 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
41,Eyeshadow Palette,MAC,Beauty,Makeup,25.0,447,5.0,Professional-grade makeup from MAC. Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
42,Primeblue Hoodie,Adidas,Clothing,Activewear,76.0,76,5.0,Stylish and comfortable activewear from Adidas. Primeblue Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
43,Galaxy Tab S9 Ultra,Samsung,Electronics,Tablets,312.95,85,2.6,High-quality tablets from Samsung. Galaxy Tab S9 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
44,FX30,Sony,Electronics,Cameras,2386.99,44,5.0,High-quality cameras from Sony. FX30 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
45,iPhone 14,Apple,Electronics,Smartphones,1004.0,98,2.8,High-quality smartphones from Apple. iPhone 14 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
46,Naked Eyeshadow Palette,Urban Decay,Beauty,Makeup,75.0,126,3.1,Professional-grade makeup from Urban Decay. Naked Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
47,AirPods Max,Apple,Electronics,Headphones,315.79,51,4.8,High-quality headphones from Apple. AirPods Max features premium materials and cutting-edge technology. Perfect for both personal and professional use.
48,Denali Fleece Jacket,North Face,Sports,Outdoor,169.95,85,5.0,High-performance outdoor from North Face. Denali Fleece Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
49,"MacBook Air 15""",Apple,Electronics,Laptops,3276.0,100,5.0,"High-quality laptops from Apple. MacBook Air 15"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
50,Beats Studio3,Apple,Electronics,Headphones,208.49,14,2.9,High-quality headphones from Apple. Beats Studio3 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
51,Hoodie,Nike,Clothing,Activewear,135.49,162,4.7,Stylish and comfortable activewear from Nike. Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
52,BILLY Bookcase,IKEA,Home,Furniture,566.99,38,4.4,Beautiful and functional furniture from IKEA. BILLY Bookcase combines style and practicality to enhance your living space. Easy to assemble and maintain.
53,Galaxy Tab A8,Samsung,Electronics,Tablets,1199.0,79,4.6,High-quality tablets from Samsung. Galaxy Tab A8 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
54,"MacBook Pro 14""",Apple,Electronics,Laptops,4905.0,18,5.0,"High-quality laptops from Apple. MacBook Pro 14"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
55,iPhone 15,Apple,Electronics,Smartphones,1614.79,76,4.5,High-quality smartphones from Apple. iPhone 15 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
56,True Match Foundation,L'Oréal,Beauty,Makeup,73.99,182,5.0,Professional-grade makeup from L'Oréal. True Match Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
57,Galaxy Book4 Pro,Samsung,Electronics,Accessories,36.0,382,4.1,High-quality accessories from Samsung. Galaxy Book4 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
58,AirPods Pro (2nd gen),Apple,Electronics,Headphones,218.99,43,5.0,High-quality headphones from Apple. AirPods Pro (2nd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
59,Alpha 7R V,Sony,Electronics,Cameras,364.95,73,2.4,High-quality cameras from Sony. Alpha 7R V features premium materials and cutting-edge technology. Perfect for both personal and professional use.
60,"iPad Pro 12.9""",Apple,Electronics,Tablets,768.79,58,5.0,"High-quality tablets from Apple. iPad Pro 12.9"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
61,Lightning to USB-C Cable,Apple,Electronics,Accessories,149.49,187,2.4,High-quality accessories from Apple. Lightning to USB-C Cable features premium materials and cutting-edge technology. Perfect for both personal and professional use.
62,Tech 2.0 T-Shirt,Under Armour,Sports,Fitness,67.49,91,1.3,High-performance fitness from Under Armour. Tech 2.0 T-Shirt is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
63,NMD R1,Adidas,Clothing,Shoes,223.49,61,5.0,Stylish and comfortable shoes from Adidas. NMD R1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
64,Studio Moisture Cream,MAC,Beauty,Skincare,66.99,195,4.8,Professional-grade skincare from MAC. Studio Moisture Cream delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
65,Galaxy A54,Samsung,Electronics,Smartphones,811.0,12,4.2,High-quality smartphones from Samsung. Galaxy A54 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
