review_id,user_id,product_id,rating,review_text,review_date
137,94923,4,5.0,Absolutely love this iPad Air! The quality is outstanding and it works exactly as described.,2025-05-16
138,49110,56,5.0,Beautiful Ultraboost 22! The color and fit are perfect. Will definitely buy again.,2025-04-03
139,87314,7,3.1,"Good Apple Watch Band, works as expected. Nothing extraordinary but gets the job done.",2025-03-29
140,60270,86,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-07-02
141,76185,104,5.0,Worth every penny. The Galaxy A54 is exactly what I needed and works flawlessly.,2025-03-01
142,83931,49,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2025-05-18
143,95879,101,5.0,Worth every penny. The Galaxy Buds FE is exactly what I needed and works flawlessly.,2025-03-21
144,88996,32,5.0,Perfect fit and great quality! The Gym Bag looks exactly like the picture.,2025-04-17
145,89347,52,5.0,"Perfect! Fast shipping, great packaging, and the Galaxy Watch6 exceeded my expectations.",2025-07-22
146,82259,99,4.4,Good quality but the Gazelle is a bit overpriced for what you get.,2025-03-17
147,89425,81,4.0,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-03-04
148,94252,57,2.2,Waste of money. The True Match Foundation is overpriced for such poor quality.,2024-09-08
149,18559,99,5.0,Perfect fit and great quality! The Gazelle looks exactly like the picture.,2025-08-13
150,22448,63,5.0,"Perfect! Fast shipping, great packaging, and the Monopoly Classic exceeded my expectations.",2025-03-22
151,94066,66,4.1,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-01-16
152,86670,85,5.0,Amazing Foaming Facial Cleanser! The quality is fantastic and it works exactly as described.,2025-07-11
153,85394,18,3.3,It's fine. Does what it's supposed to do but I've seen better in this price range.,2024-11-03
154,84035,98,3.0,Good Vice Lipstick. Works well but the packaging could be better.,2025-04-06
155,27472,88,4.7,"Perfect! Fast shipping, great packaging, and the Organic Cotton Sheet Set exceeded my expectations.",2025-08-08
156,89514,77,3.1,"Works well enough. The MacBook Pro 16"" is functional but has some minor issues.",2025-08-21
157,84879,1,5.0,Absolutely love this iPhone 14 Pro! The quality is outstanding and it works exactly as described.,2025-06-01
158,85745,17,4.7,"Absolutely love this iPad Pro 12.9""! The quality is outstanding and it works exactly as described.",2025-06-26
159,95739,18,5.0,"Perfect! Fast shipping, great packaging, and the WF-1000XM5 exceeded my expectations.",2025-05-01
160,63898,93,4.6,Best Prep + Prime Skin I've tried! Highly recommend to anyone looking for quality beauty products.,2025-02-04
161,99838,21,5.0,Beautiful Primeblue Hoodie! The color and fit are perfect. Will definitely buy again.,2024-12-08
162,98741,69,5.0,"Worth every penny. The MacBook Air 13"" is exactly what I needed and works flawlessly.",2025-03-07
163,14415,11,5.0,"Love this Air Force 1! Comfortable, stylish, and true to size.",2024-12-31
164,98870,70,3.1,Average AirTag. Not bad but not great either. Would consider other options next time.,2025-02-07
165,74393,66,4.6,Amazing product! Great value for money and the quality is top-notch.,2024-12-27
166,94857,77,4.9,"Worth every penny. The MacBook Pro 16"" is exactly what I needed and works flawlessly.",2024-10-22
167,98672,84,1.9,Terrible Ruby Woo Lipstick. The formula is bad and it doesn't last at all.,2025-07-12
168,85879,15,5.0,Worth every penny. The Galaxy S24 Ultra is exactly what I needed and works flawlessly.,2025-01-28
169,90262,100,4.7,"Love this Superstar! Comfortable, stylish, and true to size.",2025-04-24
170,12106,61,5.0,"Love this NMD R1! Comfortable, stylish, and true to size.",2024-10-05
171,84869,60,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-02-05
172,98183,37,4.0,Good quality but the Adicolor Backpack is a bit overpriced for what you get.,2024-11-06
173,82782,83,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2025-01-05
174,71178,18,3.4,Decent quality for the price. The WF-1000XM5 is okay but could be better.,2024-12-25
175,82989,96,5.0,"Perfect! Fast shipping, great packaging, and the Galaxy Tab S9 Ultra exceeded my expectations.",2025-01-26
176,55922,91,4.8,Beautiful Swoosh Cap! The color and fit are perfect. Will definitely buy again.,2025-09-01
177,81041,99,3.1,Nice Gazelle but the sizing runs a bit small. Good quality overall.,2025-06-13
178,5280,2,3.6,It's fine. Does what it's supposed to do but I've seen better in this price range.,2024-12-16
179,52495,92,5.0,Amazing product! Great value for money and the quality is top-notch.,2024-12-09
180,96803,12,3.8,Good quality but the 3-Stripes Cap is a bit overpriced for what you get.,2025-02-04
181,38783,5,4.1,It's fine. The Great Lash Mascara does what it's supposed to do but nothing special.,2025-05-09
182,83396,14,5.0,Worth every penny. The PlayStation 5 Digital is exactly what I needed and works flawlessly.,2024-09-09
183,84504,25,3.4,Average Tiro Pants. Nothing special but it serves its purpose.,2025-02-04
184,88181,42,5.0,"Perfect! Fast shipping, great packaging, and the WF-1000XM4 exceeded my expectations.",2025-04-02
185,87994,56,5.0,Great Ultraboost 22! Fits perfectly and the material is soft and comfortable.,2024-12-08
186,90928,68,5.0,"Perfect! Fast shipping, great packaging, and the Galaxy Book4 Pro exceeded my expectations.",2025-03-15
187,90476,22,3.5,It's fine. Does what it's supposed to do but I've seen better in this price range.,2024-10-18
188,89752,65,4.2,"Good BILLY Bookcase, works as expected. Nothing extraordinary but gets the job done.",2025-06-21
189,46837,97,5.0,Excellent quality fabric and construction. Very happy with this purchase.,2025-06-04
190,94731,79,1.7,Not worth the money. The Denali Fleece Jacket doesn't work as advertised.,2025-04-28
191,92669,36,5.0,Worth every penny. The Alpha 7R V is exactly what I needed and works flawlessly.,2025-03-23
192,91781,11,5.0,Perfect fit and great quality! The Air Force 1 looks exactly like the picture.,2025-05-19
193,20763,47,2.0,Cheap material. The Blazer Mid doesn't look anything like the picture.,2024-11-26
194,81838,57,4.3,Works okay. The True Match Foundation is functional but has some minor issues.,2025-08-31
195,43812,11,5.0,Excellent quality fabric and construction. Very happy with this purchase.,2025-07-27
196,67270,58,4.1,"Works well enough. The MacBook Air 15"" is functional but has some minor issues.",2025-06-07
197,86222,75,2.8,Not worth the money. The 45W Super Fast Charger doesn't work as advertised.,2025-02-25
198,65258,99,3.3,Decent Gazelle. The material is okay but not as soft as I expected.,2025-01-18
199,92053,25,4.4,Nice Tiro Pants but the sizing runs a bit small. Good quality overall.,2025-01-23
200,47073,8,2.6,Poor quality. The Dri-FIT Socks ripped after just one wash.,2024-11-15
201,83164,96,5.0,Worth every penny. The Galaxy Tab S9 Ultra is exactly what I needed and works flawlessly.,2024-09-20
202,8668,7,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2025-08-31
203,61500,13,4.5,"Perfect! Fast shipping, great packaging, and the MacBook Pro 14"" exceeded my expectations.",2025-02-11
204,63377,52,3.7,"Good Galaxy Watch6, works as expected. Nothing extraordinary but gets the job done.",2025-04-09
205,94689,5,4.7,Love this Great Lash Mascara! Great pigmentation and long-lasting wear.,2024-12-16
206,98895,62,5.0,Excellent Studio Fix Foundation! Great value for money and the results are outstanding.,2024-11-18
207,95431,15,1.6,Would not recommend. The Galaxy S24 Ultra is cheaply made and doesn't last.,2025-02-10
208,97050,22,3.1,"Good WH-CH720N, works as expected. Nothing extraordinary but gets the job done.",2025-01-05
209,64786,98,3.5,Decent quality. The Vice Lipstick is okay but I've used better in this price range.,2024-10-12
210,74972,102,3.8,"Good Creator 3-in-1 Set, works as expected. Nothing extraordinary but gets the job done.",2025-01-31
211,99626,13,5.0,Amazing product! Great value for money and the quality is top-notch.,2025-04-17
212,83384,100,4.8,Beautiful Superstar! The color and fit are perfect. Will definitely buy again.,2024-10-14
213,92742,2,4.6,Worth every penny. The Tech 2.0 T-Shirt is exactly what I needed and works flawlessly.,2025-07-17
214,96409,31,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2024-09-08
215,95675,27,2.2,Terrible fit. The Trefoil T-Shirt is way too small despite ordering the correct size.,2025-03-12
216,99319,19,5.0,Excellent quality fabric and construction. Very happy with this purchase.,2024-11-16
217,39962,74,5.0,"Perfect! Fast shipping, great packaging, and the Marble Table Lamp exceeded my expectations.",2025-03-13
218,83633,70,3.0,Decent quality for the price. The AirTag is okay but could be better.,2025-07-04
219,89826,4,5.0,Worth every penny. The iPad Air is exactly what I needed and works flawlessly.,2024-10-22
220,88450,89,4.9,Excellent quality fabric and construction. Very happy with this purchase.,2025-01-26
221,92098,16,5.0,Absolutely love this WH-1000XM4! The quality is outstanding and it works exactly as described.,2025-01-12
222,98472,31,4.3,"Good iPhone 15, works as expected. Nothing extraordinary but gets the job done.",2025-08-18
223,26638,98,3.9,Works okay. The Vice Lipstick is functional but has some minor issues.,2025-05-08
224,95173,17,3.3,"Decent quality for the price. The iPad Pro 12.9"" is okay but could be better.",2025-04-15
225,86310,91,1.0,Terrible fit. The Swoosh Cap is way too small despite ordering the correct size.,2024-10-23
226,72762,8,5.0,Excellent quality fabric and construction. Very happy with this purchase.,2024-11-04
227,95218,70,2.4,Had issues with this AirTag from day one. Customer service was not helpful.,2024-11-16
228,86535,95,4.6,"Love this Trefoil Socks! Comfortable, stylish, and true to size.",2025-05-13
229,31613,55,5.0,Excellent Niacinamide 10% + Zinc 1%! Great value for money and the results are outstanding.,2025-04-17
230,84159,95,5.0,Beautiful Trefoil Socks! The color and fit are perfect. Will definitely buy again.,2025-03-06
231,85054,67,3.8,"Good FX30, works as expected. Nothing extraordinary but gets the job done.",2024-11-17
232,13002,16,4.8,Worth every penny. The WH-1000XM4 is exactly what I needed and works flawlessly.,2025-01-18
233,80888,52,1.1,Would not recommend. The Galaxy Watch6 is cheaply made and doesn't last.,2024-10-14
234,82141,100,4.1,It's fine. The Superstar fits okay but the color is slightly different than pictured.,2025-03-26
235,98726,37,3.1,It's fine. The Adicolor Backpack fits okay but the color is slightly different than pictured.,2025-03-07
236,6776,79,4.4,"Good Denali Fleece Jacket, works as expected. Nothing extraordinary but gets the job done.",2024-10-17
237,86226,100,4.7,Beautiful Superstar! The color and fit are perfect. Will definitely buy again.,2024-10-05
238,82707,74,3.6,Works well enough. The Marble Table Lamp is functional but has some minor issues.,2024-10-01
239,81594,12,5.0,Beautiful 3-Stripes Cap! The color and fit are perfect. Will definitely buy again.,2025-06-04
240,74986,70,4.9,Amazing product! Great value for money and the quality is top-notch.,2025-08-30
241,89514,38,4.1,Average Hoodie. Nothing special but it serves its purpose.,2025-07-30
242,81190,96,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2025-07-17
243,43617,93,4.4,It's fine. The Prep + Prime Skin does what it's supposed to do but nothing special.,2025-02-12
244,98414,83,3.7,"Good iPad, works as expected. Nothing extraordinary but gets the job done.",2025-01-31
245,99235,79,3.7,Works well enough. The Denali Fleece Jacket is functional but has some minor issues.,2025-01-18
246,34496,80,4.2,Works okay. The All Nighter Setting Spray is functional but has some minor issues.,2025-08-15
247,20922,30,5.0,Worth every penny. The Barbie Fashionista Doll is exactly what I needed and works flawlessly.,2025-06-23
248,17481,73,5.0,Amazing Prep + Prime Fix+! The quality is fantastic and it works exactly as described.,2025-02-19
249,81108,75,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2025-04-01
250,90559,13,3.9,"Good MacBook Pro 14"", works as expected. Nothing extraordinary but gets the job done.",2025-08-07
251,70603,85,5.0,Perfect! The Foaming Facial Cleanser exceeded my expectations and arrived quickly.,2025-03-16
252,91109,35,5.0,"Perfect! Fast shipping, great packaging, and the Galaxy Buds2 exceeded my expectations.",2024-09-22
253,99026,81,3.8,Decent quality for the price. The DualSense Controller is okay but could be better.,2024-12-24
254,87908,10,5.0,Love this Lightful C Marine-Bright! Great pigmentation and long-lasting wear.,2024-09-15
255,81015,76,4.7,Great Pro Shorts! Fits perfectly and the material is soft and comfortable.,2024-12-08
256,98043,100,5.0,Perfect fit and great quality! The Superstar looks exactly like the picture.,2024-09-07
257,51102,79,3.3,"Good Denali Fleece Jacket, works as expected. Nothing extraordinary but gets the job done.",2025-02-02
258,96051,75,3.4,Decent quality for the price. The 45W Super Fast Charger is okay but could be better.,2025-06-23
259,94967,75,4.4,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-03-22
260,82081,61,4.7,Great NMD R1! Fits perfectly and the material is soft and comfortable.,2025-08-26
261,92969,14,3.7,Average PlayStation 5 Digital. Not bad but not great either. Would consider other options next time.,2025-06-12
262,94812,15,5.0,Amazing product! Great value for money and the quality is top-notch.,2024-09-13
263,54019,40,5.0,Absolutely love this Galaxy Buds Live! The quality is outstanding and it works exactly as described.,2025-08-15
264,9498,8,5.0,Perfect fit and great quality! The Dri-FIT Socks looks exactly like the picture.,2024-12-20
265,13299,35,2.9,Had issues with this Galaxy Buds2 from day one. Customer service was not helpful.,2024-11-01
266,96371,53,5.0,Worth every penny. The Galaxy S24 is exactly what I needed and works flawlessly.,2024-10-06
267,90507,12,1.2,Poor quality. The 3-Stripes Cap ripped after just one wash.,2025-06-15
268,9875,12,5.0,Perfect fit and great quality! The 3-Stripes Cap looks exactly like the picture.,2025-08-11
269,92598,83,4.7,Amazing product! Great value for money and the quality is top-notch.,2025-04-02
270,85911,34,4.2,"Good iPhone 15 Pro, works as expected. Nothing extraordinary but gets the job done.",2024-11-10
271,83965,11,5.0,Perfect fit and great quality! The Air Force 1 looks exactly like the picture.,2025-08-05
272,96890,1,5.0,Amazing product! Great value for money and the quality is top-notch.,2024-09-25
273,57489,29,4.4,Decent React Element 55. The material is okay but not as soft as I expected.,2025-09-01
274,6564,42,4.1,It's fine. Does what it's supposed to do but I've seen better in this price range.,2025-01-06
275,84176,29,5.0,"Love this React Element 55! Comfortable, stylish, and true to size.",2025-03-03
276,80092,83,2.4,Poor quality. The iPad broke after just a few weeks of use.,2025-01-29
277,80597,78,5.0,Worth every penny. The Galaxy S24+ is exactly what I needed and works flawlessly.,2024-09-16
278,9767,81,5.0,"Perfect! Fast shipping, great packaging, and the DualSense Controller exceeded my expectations.",2024-09-07
279,98211,93,5.0,Excellent Prep + Prime Skin! Great value for money and the results are outstanding.,2025-05-07
280,88396,99,5.0,Excellent quality fabric and construction. Very happy with this purchase.,2025-03-10
281,6776,46,2.0,Terrible Eyeshadow Palette. The formula is bad and it doesn't last at all.,2025-04-24
282,66817,92,5.0,Best electronics purchase I've made in years. Highly recommend to anyone looking for quality.,2025-01-09
283,89912,40,3.4,Average Galaxy Buds Live. Not bad but not great either. Would consider other options next time.,2024-09-11
284,34300,93,4.5,Average Prep + Prime Skin. Not bad but not great either. Would consider other options.,2024-09-21
285,67621,81,3.7,"Good DualSense Controller, works as expected. Nothing extraordinary but gets the job done.",2025-04-04
