product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
20,Naked Eyeshadow Palette,Urban Decay,Beauty,Makeup,37.79,407,5.0,Professional-grade makeup from Urban Decay. Naked Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
21,Primeblue Hoodie,Adidas,Clothing,Activewear,88.49,191,5.0,Stylish and comfortable activewear from Adidas. Primeblue Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
22,WH-CH720N,Sony,Electronics,Headphones,122.79,121,3.9,High-quality headphones from Sony. WH-CH720N features premium materials and cutting-edge technology. Perfect for both personal and professional use.
23,iPad mini,Apple,Electronics,Tablets,726.49,47,4.3,High-quality tablets from Apple. iPad mini features premium materials and cutting-edge technology. Perfect for both personal and professional use.
24,Better Sweater Jacket,Patagonia,Sports,Outdoor,191.95,168,5.0,High-performance outdoor from Patagonia. Better Sweater Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
25,Tiro Pants,Adidas,Clothing,Activewear,72.0,36,5.0,Stylish and comfortable activewear from Adidas. Tiro Pants is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
26,iPhone SE,Apple,Electronics,Smartphones,1951.49,56,3.0,High-quality smartphones from Apple. iPhone SE features premium materials and cutting-edge technology. Perfect for both personal and professional use.
27,Trefoil T-Shirt,Adidas,Clothing,Activewear,45.49,152,4.6,Stylish and comfortable activewear from Adidas. Trefoil T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
28,HEMNES Dresser,IKEA,Home,Furniture,388.99,11,4.1,Beautiful and functional furniture from IKEA. HEMNES Dresser combines style and practicality to enhance your living space. Easy to assemble and maintain.
29,React Element 55,Nike,Clothing,Shoes,187.0,34,4.4,Stylish and comfortable shoes from Nike. React Element 55 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
30,Barbie Fashionista Doll,Mattel,Toys,Dolls,18.99,496,4.8,Fun and educational dolls from Mattel. Barbie Fashionista Doll encourages creativity and learning through play. Safe for children and built to last.
31,iPhone 15,Apple,Electronics,Smartphones,1631.99,16,3.6,High-quality smartphones from Apple. iPhone 15 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
32,Gym Bag,Nike,Clothing,Accessories,29.95,497,5.0,Stylish and comfortable accessories from Nike. Gym Bag is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
33,Adicolor Classics,Adidas,Clothing,Activewear,31.95,359,4.8,Stylish and comfortable activewear from Adidas. Adicolor Classics is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
34,iPhone 15 Pro,Apple,Electronics,Smartphones,2246.49,85,5.0,High-quality smartphones from Apple. iPhone 15 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
35,Galaxy Buds2,Samsung,Electronics,Headphones,675.79,45,5.0,High-quality headphones from Samsung. Galaxy Buds2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
36,Alpha 7R V,Sony,Electronics,Cameras,2150.49,63,4.1,High-quality cameras from Sony. Alpha 7R V features premium materials and cutting-edge technology. Perfect for both personal and professional use.
37,Adicolor Backpack,Adidas,Clothing,Accessories,39.0,202,4.5,Stylish and comfortable accessories from Adidas. Adicolor Backpack is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
38,Hoodie,Nike,Clothing,Activewear,37.99,292,2.2,Stylish and comfortable activewear from Nike. Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
39,Eyeshadow Primer Potion,Urban Decay,Beauty,Makeup,77.79,174,4.7,Professional-grade makeup from Urban Decay. Eyeshadow Primer Potion delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
40,Galaxy Buds Live,Samsung,Electronics,Headphones,330.99,46,3.5,High-quality headphones from Samsung. Galaxy Buds Live features premium materials and cutting-edge technology. Perfect for both personal and professional use.
41,MagSafe Charger,Apple,Electronics,Accessories,57.49,22,1.1,High-quality accessories from Apple. MagSafe Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
42,WF-1000XM4,Sony,Electronics,Headphones,340.95,32,5.0,High-quality headphones from Sony. WF-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
43,"iPad Pro 11""",Apple,Electronics,Tablets,401.95,21,4.5,"High-quality tablets from Apple. iPad Pro 11"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
44,Galaxy Tab S9,Samsung,Electronics,Tablets,1169.49,38,4.1,High-quality tablets from Samsung. Galaxy Tab S9 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
45,Air Max 270,Nike,Clothing,Shoes,112.95,131,5.0,Stylish and comfortable shoes from Nike. Air Max 270 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
46,Eyeshadow Palette,MAC,Beauty,Makeup,97.0,39,4.4,Professional-grade makeup from MAC. Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
47,Blazer Mid,Nike,Clothing,Shoes,124.95,175,5.0,Stylish and comfortable shoes from Nike. Blazer Mid is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
48,Studio Moisture Cream,MAC,Beauty,Skincare,90.95,199,5.0,Professional-grade skincare from MAC. Studio Moisture Cream delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
49,Beats Studio3,Apple,Electronics,Headphones,514.79,50,5.0,High-quality headphones from Apple. Beats Studio3 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
50,Alpha 6700,Sony,Electronics,Cameras,691.49,60,5.0,High-quality cameras from Sony. Alpha 6700 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
51,Alpha 7 IV,Sony,Electronics,Cameras,2527.0,76,5.0,High-quality cameras from Sony. Alpha 7 IV features premium materials and cutting-edge technology. Perfect for both personal and professional use.
52,Galaxy Watch6,Samsung,Electronics,Accessories,218.0,51,5.0,High-quality accessories from Samsung. Galaxy Watch6 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
53,Galaxy S24,Samsung,Electronics,Smartphones,1733.0,76,4.0,High-quality smartphones from Samsung. Galaxy S24 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
54,Galaxy Z Fold5,Samsung,Electronics,Smartphones,1671.49,29,1.6,High-quality smartphones from Samsung. Galaxy Z Fold5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
55,Niacinamide 10% + Zinc 1%,The Ordinary,Beauty,Skincare,56.95,160,5.0,Professional-grade skincare from The Ordinary. Niacinamide 10% + Zinc 1% delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
56,Ultraboost 22,Adidas,Clothing,Shoes,242.79,33,5.0,Stylish and comfortable shoes from Adidas. Ultraboost 22 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
57,True Match Foundation,L'Oréal,Beauty,Makeup,11.95,328,5.0,Professional-grade makeup from L'Oréal. True Match Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
58,"MacBook Air 15""",Apple,Electronics,Laptops,1635.49,18,4.8,"High-quality laptops from Apple. MacBook Air 15"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
59,WH-1000XM5,Sony,Electronics,Headphones,65.0,173,5.0,High-quality headphones from Sony. WH-1000XM5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
60,Lightning to USB-C Cable,Apple,Electronics,Accessories,127.95,125,4.3,High-quality accessories from Apple. Lightning to USB-C Cable features premium materials and cutting-edge technology. Perfect for both personal and professional use.
61,NMD R1,Adidas,Clothing,Shoes,131.49,88,4.6,Stylish and comfortable shoes from Adidas. NMD R1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
62,Studio Fix Foundation,MAC,Beauty,Makeup,45.0,67,4.1,Professional-grade makeup from MAC. Studio Fix Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
63,Monopoly Classic,Hasbro,Toys,Board Games,153.79,82,2.0,Fun and educational board games from Hasbro. Monopoly Classic encourages creativity and learning through play. Safe for children and built to last.
64,PlayStation 5,Sony,Electronics,Gaming,629.99,75,5.0,High-quality gaming from Sony. PlayStation 5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
65,BILLY Bookcase,IKEA,Home,Furniture,230.99,72,4.8,Beautiful and functional furniture from IKEA. BILLY Bookcase combines style and practicality to enhance your living space. Easy to assemble and maintain.
66,Galaxy Tab S9+,Samsung,Electronics,Tablets,810.49,45,4.3,High-quality tablets from Samsung. Galaxy Tab S9+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
67,FX30,Sony,Electronics,Cameras,588.0,8,5.0,High-quality cameras from Sony. FX30 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
68,Galaxy Book4 Pro,Samsung,Electronics,Accessories,225.99,88,1.5,High-quality accessories from Samsung. Galaxy Book4 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
69,"MacBook Air 13""",Apple,Electronics,Laptops,1067.99,5,5.0,"High-quality laptops from Apple. MacBook Air 13"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
70,AirTag,Apple,Electronics,Accessories,353.49,67,5.0,High-quality accessories from Apple. AirTag features premium materials and cutting-edge technology. Perfect for both personal and professional use.
71,iPhone 13,Apple,Electronics,Smartphones,1928.0,37,4.1,High-quality smartphones from Apple. iPhone 13 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
72,Water Bottle,Nike,Clothing,Accessories,32.95,278,4.7,Stylish and comfortable accessories from Nike. Water Bottle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
73,Prep + Prime Fix+,MAC,Beauty,Makeup,9.79,268,4.7,Professional-grade makeup from MAC. Prep + Prime Fix+ delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
74,Marble Table Lamp,West Elm,Home,Decor,232.0,54,5.0,Beautiful and functional decor from West Elm. Marble Table Lamp combines style and practicality to enhance your living space. Easy to assemble and maintain.
75,45W Super Fast Charger,Samsung,Electronics,Accessories,200.95,34,4.4,High-quality accessories from Samsung. 45W Super Fast Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
76,Pro Shorts,Nike,Clothing,Activewear,108.0,166,4.2,Stylish and comfortable activewear from Nike. Pro Shorts is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
77,"MacBook Pro 16""",Apple,Electronics,Laptops,4327.49,78,5.0,"High-quality laptops from Apple. MacBook Pro 16"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
78,Galaxy S24+,Samsung,Electronics,Smartphones,522.49,26,4.6,High-quality smartphones from Samsung. Galaxy S24+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
79,Denali Fleece Jacket,North Face,Sports,Outdoor,125.99,108,1.2,High-performance outdoor from North Face. Denali Fleece Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
80,All Nighter Setting Spray,Urban Decay,Beauty,Makeup,19.0,155,4.6,Professional-grade makeup from Urban Decay. All Nighter Setting Spray delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
81,DualSense Controller,Sony,Electronics,Gaming,1156.95,41,5.0,High-quality gaming from Sony. DualSense Controller features premium materials and cutting-edge technology. Perfect for both personal and professional use.
82,Galaxy Tab A8,Samsung,Electronics,Tablets,889.95,19,5.0,High-quality tablets from Samsung. Galaxy Tab A8 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
83,iPad,Apple,Electronics,Tablets,775.99,37,4.7,High-quality tablets from Apple. iPad features premium materials and cutting-edge technology. Perfect for both personal and professional use.
84,Ruby Woo Lipstick,MAC,Beauty,Makeup,17.99,369,4.8,Professional-grade makeup from MAC. Ruby Woo Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
85,Foaming Facial Cleanser,CeraVe,Beauty,Skincare,33.79,268,3.1,Professional-grade skincare from CeraVe. Foaming Facial Cleanser delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
86,AirPods Pro (2nd gen),Apple,Electronics,Headphones,327.0,80,4.2,High-quality headphones from Apple. AirPods Pro (2nd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
87,Air Jordan 1,Nike,Clothing,Shoes,218.49,53,1.5,Stylish and comfortable shoes from Nike. Air Jordan 1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
88,Organic Cotton Sheet Set,Pottery Barn,Home,Bedding,318.0,79,2.5,Beautiful and functional bedding from Pottery Barn. Organic Cotton Sheet Set combines style and practicality to enhance your living space. Easy to assemble and maintain.
89,Leggings,Nike,Clothing,Activewear,125.49,96,4.6,Stylish and comfortable activewear from Nike. Leggings is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
90,Dri-FIT T-Shirt,Nike,Clothing,Activewear,79.49,131,4.6,Stylish and comfortable activewear from Nike. Dri-FIT T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
91,Swoosh Cap,Nike,Clothing,Accessories,24.79,319,4.4,Stylish and comfortable accessories from Nike. Swoosh Cap is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
92,ZV-1M2,Sony,Electronics,Cameras,1927.0,69,5.0,High-quality cameras from Sony. ZV-1M2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
93,Prep + Prime Skin,MAC,Beauty,Skincare,125.0,187,5.0,Professional-grade skincare from MAC. Prep + Prime Skin delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
94,AirPods Max,Apple,Electronics,Headphones,527.95,19,5.0,High-quality headphones from Apple. AirPods Max features premium materials and cutting-edge technology. Perfect for both personal and professional use.
95,Trefoil Socks,Adidas,Clothing,Accessories,81.0,87,3.7,Stylish and comfortable accessories from Adidas. Trefoil Socks is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
96,Galaxy Tab S9 Ultra,Samsung,Electronics,Tablets,762.79,54,2.4,High-quality tablets from Samsung. Galaxy Tab S9 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
97,Stan Smith,Adidas,Clothing,Shoes,159.79,101,3.4,Stylish and comfortable shoes from Adidas. Stan Smith is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
98,Vice Lipstick,Urban Decay,Beauty,Makeup,51.49,142,4.2,Professional-grade makeup from Urban Decay. Vice Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
99,Gazelle,Adidas,Clothing,Shoes,55.95,40,2.5,Stylish and comfortable shoes from Adidas. Gazelle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
100,Superstar,Adidas,Clothing,Shoes,73.79,136,4.3,Stylish and comfortable shoes from Adidas. Superstar is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
101,Galaxy Buds FE,Samsung,Electronics,Headphones,61.99,178,2.5,High-quality headphones from Samsung. Galaxy Buds FE features premium materials and cutting-edge technology. Perfect for both personal and professional use.
102,Creator 3-in-1 Set,LEGO,Toys,Building Sets,173.79,152,4.3,Fun and educational building sets from LEGO. Creator 3-in-1 Set encourages creativity and learning through play. Safe for children and built to last.
103,AirPods (3rd gen),Apple,Electronics,Headphones,318.79,90,4.9,High-quality headphones from Apple. AirPods (3rd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
104,Galaxy A54,Samsung,Electronics,Smartphones,1130.95,98,3.5,High-quality smartphones from Samsung. Galaxy A54 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
