product_id,sku,name,brand,category,subcategory,price,description,weight,dimensions,color,size,stock_quantity,rating,review_count,is_featured,is_digital,shipping_class
20,WIL8418A,Wilson Bike Lock - Pink,Wilson,Sports,Cycling,92.49,The Wilson Bike Lock - Pink delivers exceptional value and quality. Perfect for everyday use.,0.65,30x14x8 cm,Beige,One Size,130,0.0,0,False,False,Light
21,DIS5801C,Disney Collectible Figure - Silver,Disney,Toys,Action Figures,33.37,"Discover why the Disney Collectible Figure - Silver is a customer favorite. Reliable, stylish, and affordable.",1.75,10x29x6 cm,Silver,One Size,329,5.0,450,True,False,Light
22,COL2480A,Coleman Thermal Base Layer - Gold,Coleman,Sports,Winter Sports,379.12,The Coleman Thermal Base Layer - Gold combines form and function for the perfect addition to your collection.,1.2,16x16x11 cm,Pink,One Size,31,3.8,94,False,False,Light
23,ADI6068C,Baseball Glove,Adidas,Sports,Team Sports,150.72,Experience the difference with the Baseball Glove. Premium materials and expert craftsmanship.,3.8,44x45x28 cm,Various,One Size,93,3.6,57,False,False,Standard
24,PAT3710D,Windbreaker - Black,Patagonia,Clothing,Outerwear,88.29,The Windbreaker - Black delivers exceptional value and quality. Perfect for everyday use.,0.43,5x6x7 cm,Beige,Small,67,3.8,8,False,False,Light
25,BIS6780A,Bissell Bookshelf,Bissell,Home,Furniture,384.42,Experience the difference with the Bissell Bookshelf. Premium materials and expert craftsmanship.,46.53,56x52x25 cm,Pink,One Size,104,3.7,71,False,False,Heavy
26,COL5214B,Coleman Compression Socks - Red,Coleman,Sports,Running,49.28,Experience the difference with the Coleman Compression Socks - Red. Premium materials and expert craftsmanship.,3.05,26x56x25 cm,Gray,One Size,138,0.0,0,False,False,Standard
27,WIL1721B,Wilson Reflective Vest,Wilson,Sports,Running,68.05,High-quality running from Wilson. Designed for durability and performance.,2.32,48x43x28 cm,Silver,One Size,56,3.6,28,False,False,Standard
28,MON5329D,Monopoly Checkers,Monopoly,Toys,Board Games,40.32,"Discover why the Monopoly Checkers is a customer favorite. Reliable, stylish, and affordable.",1.28,28x25x5 cm,Silver,One Size,128,3.0,75,False,False,Light
29,VTE3520C,VTech Microscope,VTech,Toys,Educational,115.14,"Discover why the VTech Microscope is a customer favorite. Reliable, stylish, and affordable.",0.7,24x19x9 cm,Yellow,One Size,222,3.7,67,False,False,Light
30,PUM7944B,Compression Shirt,Puma,Clothing,Activewear,78.15,"Discover why the Compression Shirt is a customer favorite. Reliable, stylish, and affordable.",0.24,10x6x7 cm,Beige,S,190,4.5,205,False,False,Light
31,WES7586B,West Elm Table Lamp,West Elm,Home,Lighting,257.23,High-quality lighting from West Elm. Designed for durability and performance.,2.73,33x47x26 cm,Blue,One Size,125,3.0,58,False,False,Standard
32,NEW7531C,Yoga Wheel,New Balance,Sports,Yoga,15.68,The Yoga Wheel delivers exceptional value and quality. Perfect for everyday use.,2.44,53x25x25 cm,Silver,One Size,0,3.9,24,False,False,Standard
33,NIK7989C,Nike Sneakers,Nike,Clothing,Shoes,205.03,The Nike Sneakers combines fashion and function. Perfect for any outfit and occasion.,0.16,8x7x8 cm,White,S,149,5.0,103,False,False,Light
34,H&M1823A,H&M Shorts (One Size),H&M,Clothing,Bottoms,51.71,High-quality bottoms from H&M. Designed for durability and performance.,0.2,9x10x2 cm,Purple,One Size,50,3.7,26,False,False,Light
35,ADI3524C,Jeans,Adidas,Clothing,Bottoms,171.69,The Jeans combines form and function for the perfect addition to your collection.,0.13,13x13x2 cm,Various,S,665,0.0,0,False,False,Light
36,REV4903A,Revlon Cologne,Revlon,Beauty,Men's Grooming,26.17,Experience the difference with the Revlon Cologne. Premium materials and expert craftsmanship.,0.35,15x6x7 cm,Pink,One Size,120,4.8,498,False,False,Light
37,TOM5292B,Skirt - Green (XS),Tommy Hilfiger,Clothing,Bottoms,105.02,The Skirt - Green (XS) delivers exceptional value and quality. Perfect for everyday use.,0.42,8x5x6 cm,Gold,One Size,417,4.6,388,True,False,Light
38,ONE6693D,OnePlus Phone Case - Pink,OnePlus,Electronics,Accessories,71.77,Experience the difference with the OnePlus Phone Case - Pink. Premium materials and expert craftsmanship.,0.15,7x6x7 cm,Black,One Size,193,5.0,348,False,False,Light
39,VTE2129A,VTech Power Rangers - Beige,VTech,Toys,Action Figures,25.86,"Discover why the VTech Power Rangers - Beige is a customer favorite. Reliable, stylish, and affordable.",1.88,14x24x9 cm,Black,One Size,106,3.4,72,False,False,Light
40,NES6963D,Mirrors - Pink,Nespresso,Home,Decor,190.14,Experience the difference with the Mirrors - Pink. Premium materials and expert craftsmanship.,0.42,6x14x5 cm,Gray,One Size,9,5.0,106,False,False,Light
41,UNI3929C,Uniqlo Leather Jacket (XL),Uniqlo,Clothing,Outerwear,168.26,Experience the difference with the Uniqlo Leather Jacket (XL). Premium materials and expert craftsmanship.,0.8,30x20x10 cm,Gold,Medium,190,2.9,49,False,False,Light
42,PUM9842B,Hydration Belt,Puma,Sports,Running,199.06,The Hydration Belt delivers exceptional value and quality. Perfect for everyday use.,2.05,49x56x21 cm,Various,One Size,39,0.0,0,False,False,Standard
43,MAT9946C,3D Puzzle,Mattel,Toys,Puzzles,39.69,The 3D Puzzle combines form and function for the perfect addition to your collection.,1.71,22x24x5 cm,Various,One Size,41,5.0,443,False,False,Light
44,SPA4410A,Spalding Resistance Bands - Gold,Spalding,Sports,Fitness,54.21,Experience the difference with the Spalding Resistance Bands - Gold. Premium materials and expert craftsmanship.,3.24,33x38x19 cm,Red,One Size,57,4.4,118,False,False,Standard
45,NEU6318D,Neutrogena Body Spray,Neutrogena,Beauty,Fragrance,60.39,"Discover why the Neutrogena Body Spray is a customer favorite. Reliable, stylish, and affordable.",0.11,5x7x2 cm,White,One Size,32,4.7,435,True,False,Light
46,HON9206D,Pillows - Navy,Honeywell,Home,Bedding,239.75,"Discover why the Pillows - Navy is a customer favorite. Reliable, stylish, and affordable.",0.84,23x27x10 cm,Yellow,One Size,154,5.0,118,False,False,Light
47,LUL2645C,Lululemon Swimwear (Large),Lululemon,Clothing,Activewear,75.03,"Discover why the Lululemon Swimwear (Large) is a customer favorite. Reliable, stylish, and affordable.",0.19,6x13x6 cm,Purple,One Size,57,4.2,159,False,False,Light
48,LEG3594B,Collectible Figure - White,LEGO,Toys,Action Figures,18.97,The Collectible Figure - White delivers exceptional value and quality. Perfect for everyday use.,0.85,15x17x8 cm,Black,One Size,84,4.5,142,False,False,Light
49,SHA4014B,Shark Chandelier - Navy,Shark,Home,Lighting,102.42,The Shark Chandelier - Navy combines form and function for the perfect addition to your collection.,2.55,29x54x17 cm,Various,One Size,167,0.0,0,False,False,Standard
50,REV4680D,Gel Polish - Silver,Revlon,Beauty,Nail Care,22.45,The Gel Polish - Silver delivers exceptional value and quality. Perfect for everyday use.,0.12,12x13x6 cm,Gray,One Size,169,3.5,18,False,False,Light
51,DYS2112B,Dyson Throw Blanket,Dyson,Home,Bedding,326.95,High-quality bedding from Dyson. Designed for durability and performance.,2.67,30x41x10 cm,Beige,One Size,107,3.7,81,False,False,Standard
52,BRO9892D,Brooks Water Shoes,Brooks,Sports,Water Sports,85.53,"Discover why the Brooks Water Shoes is a customer favorite. Reliable, stylish, and affordable.",2.89,44x35x13 cm,Red,One Size,141,3.6,49,False,False,Standard
53,FEN4538B,Fenty Beauty Hair Serum - Pink,Fenty Beauty,Beauty,Hair Care,34.1,Experience the difference with the Fenty Beauty Hair Serum - Pink. Premium materials and expert craftsmanship.,0.23,6x11x8 cm,Beige,One Size,149,0.0,0,True,False,Light
54,NIN9226A,Nintendo Phone Case - Green,Nintendo,Electronics,Accessories,117.08,High-quality accessories from Nintendo. Designed for durability and performance.,0.15,11x13x8 cm,Green,One Size,0,0.0,0,False,False,Light
55,LEG9562C,LEGO Uno,LEGO,Toys,Board Games,172.49,Experience the difference with the LEGO Uno. Premium materials and expert craftsmanship.,1.08,29x27x15 cm,Navy,One Size,291,3.9,81,False,False,Light
56,UNI4513B,Uniqlo Crop Top - Purple,Uniqlo,Clothing,Tops,69.37,The Uniqlo Crop Top - Purple offers the perfect blend of comfort and style. Versatile design for any occasion.,0.12,13x5x6 cm,Gray,XS,278,4.4,195,False,False,Light
57,CLI1503B,Clinique Foot Cream,Clinique,Beauty,Body Care,12.39,Experience the difference with the Clinique Foot Cream. Premium materials and expert craftsmanship.,0.28,14x11x5 cm,Red,One Size,235,0.0,0,False,False,Light
58,NES5432B,Nespresso Dresser - White,Nespresso,Home,Furniture,546.87,High-quality furniture from Nespresso. Designed for durability and performance.,33.72,57x20x10 cm,Various,One Size,105,4.4,31,False,False,Heavy
59,LOG8873D,Logitech OnePlus 12,Logitech,Electronics,Smartphones,848.21,Discover the future of mobile technology with the Logitech OnePlus 12. Sleek design meets powerful functionality.,0.53,20x16x6 cm,Orange,One Size,61,3.7,70,False,False,Light
60,HON4285A,Honeywell Under Bed Storage,Honeywell,Home,Storage,84.41,High-quality storage from Honeywell. Designed for durability and performance.,0.94,27x24x8 cm,White,One Size,0,3.4,65,False,False,Light
61,PUM8158C,Puma Loafers,Puma,Clothing,Shoes,171.72,Step out in style with the Puma Loafers. Comfortable fit and durable construction for everyday wear.,0.15,11x7x3 cm,Navy,Extra Large,210,4.7,475,False,False,Light
62,UNI4448C,Uniqlo Socks (Large),Uniqlo,Clothing,Underwear,27.27,The Uniqlo Socks (Large) delivers exceptional value and quality. Perfect for everyday use.,0.49,11x14x6 cm,Green,Small,42,0.0,0,False,False,Light
63,JBL3877D,MacBook Air M2,JBL,Electronics,Laptops,2165.72,The MacBook Air M2 combines portability with power. Perfect for professionals and students alike.,2.07,26x47x17 cm,Various,One Size,0,0.0,0,False,False,Standard
64,ONE3057C,AirPods Pro,OnePlus,Electronics,Headphones,247.82,Immerse yourself in crystal-clear audio with the AirPods Pro. Superior sound quality and comfortable fit.,0.22,15x11x8 cm,Blue,One Size,176,3.0,17,True,False,Light
65,MAT8215A,Mattel Construction Set,Mattel,Toys,Building Sets,309.97,High-quality building sets from Mattel. Designed for durability and performance.,0.61,26x12x5 cm,Brown,One Size,48,3.8,69,False,False,Light
66,MAC2848A,MAC Nail Polish,MAC,Beauty,Nail Care,7.85,The MAC Nail Polish combines form and function for the perfect addition to your collection.,0.31,8x12x2 cm,Orange,One Size,80,4.8,243,False,False,Light
67,NER5305A,Nerf Hula Hoop,Nerf,Toys,Outdoor,69.29,The Nerf Hula Hoop combines form and function for the perfect addition to your collection.,1.49,14x19x10 cm,Black,One Size,105,4.4,131,False,False,Light
68,XIA3183B,Sennheiser HD 660S - Brown,Xiaomi,Electronics,Headphones,285.93,Enjoy your music like never before with the Sennheiser HD 660S - Brown. Premium audio experience for every listener.,1.72,14x30x15 cm,Orange,One Size,195,4.5,137,False,False,Light
69,COL7988A,Swim Fins - Black,Columbia,Sports,Water Sports,35.97,The Swim Fins - Black combines form and function for the perfect addition to your collection.,3.73,29x35x26 cm,Various,One Size,127,3.5,9,False,False,Standard
70,MAT2137C,Learning Tablet,Mattel,Toys,Educational,143.44,"Discover why the Learning Tablet is a customer favorite. Reliable, stylish, and affordable.",0.52,29x11x15 cm,Beige,One Size,22,4.9,142,False,False,Light
71,NEW4739B,New Balance Ski Socks - Orange,New Balance,Sports,Winter Sports,253.81,Experience the difference with the New Balance Ski Socks - Orange. Premium materials and expert craftsmanship.,1.73,20x25x10 cm,Gray,One Size,84,3.7,8,False,False,Light
72,PUM3855C,Puma Maxi Dress (XL),Puma,Clothing,Dresses,98.57,Experience the difference with the Puma Maxi Dress (XL). Premium materials and expert craftsmanship.,0.65,12x23x6 cm,Purple,One Size,950,3.5,39,False,False,Light
73,AMA7938A,Knife Set,Amazon Basics,Home,Kitchen,466.28,The Knife Set combines form and function for the perfect addition to your collection.,0.83,23x24x6 cm,Navy,One Size,157,0.0,0,False,False,Light
74,GOO4031C,Google Gaming PC RTX 4080,Google,Electronics,Gaming,140.26,"Discover why the Google Gaming PC RTX 4080 is a customer favorite. Reliable, stylish, and affordable.",1.88,17x23x5 cm,Yellow,One Size,11,3.2,21,False,False,Light
75,DIS1508C,Disney Ninja Turtles,Disney,Toys,Action Figures,56.5,"Discover why the Disney Ninja Turtles is a customer favorite. Reliable, stylish, and affordable.",0.46,15x6x7 cm,Beige,One Size,206,4.3,116,False,False,Light
76,GLO6983C,Travel Size,Glossier,Beauty,Fragrance,161.19,Experience the difference with the Travel Size. Premium materials and expert craftsmanship.,0.49,12x13x8 cm,White,One Size,11,0.0,0,False,False,Light
77,REV2263D,Revlon Mascara,Revlon,Beauty,Makeup,53.66,Enhance your natural beauty with the Revlon Mascara. Long-lasting formula with stunning color payoff.,0.13,9x5x2 cm,White,One Size,476,4.1,85,False,False,Light
78,IKE4450A,Food Storage,IKEA,Home,Kitchen,44.71,Experience the difference with the Food Storage. Premium materials and expert craftsmanship.,0.21,13x7x3 cm,Black,One Size,121,3.9,91,True,False,Light
79,TAR4709D,Target String Lights,Target,Home,Lighting,118.05,Experience the difference with the Target String Lights. Premium materials and expert craftsmanship.,1.64,18x20x14 cm,Silver,One Size,180,4.8,396,False,False,Light
80,HAS7351D,Transformers,Hasbro,Toys,Action Figures,90.86,"Discover why the Transformers is a customer favorite. Reliable, stylish, and affordable.",0.2,14x7x2 cm,Silver,One Size,50,3.9,87,False,False,Light
81,COL4785A,Columbia Yoga Blocks,Columbia,Sports,Yoga,28.44,Experience the difference with the Columbia Yoga Blocks. Premium materials and expert craftsmanship.,4.84,38x30x10 cm,White,One Size,178,3.8,64,False,False,Standard
82,CHA3378A,Rollerball,Chanel,Beauty,Fragrance,111.78,"Discover why the Rollerball is a customer favorite. Reliable, stylish, and affordable.",0.29,15x11x4 cm,Orange,One Size,30,0.0,0,False,False,Light
83,INS8689B,Instant Pot Throw Pillows - Brown,Instant Pot,Home,Decor,178.59,The Instant Pot Throw Pillows - Brown combines form and function for the perfect addition to your collection.,1.73,22x15x13 cm,Red,One Size,111,4.2,87,False,False,Light
84,NER5027B,Hula Hoop,Nerf,Toys,Outdoor,38.02,"Discover why the Hula Hoop is a customer favorite. Reliable, stylish, and affordable.",0.55,14x19x5 cm,Navy,One Size,137,4.7,254,False,False,Light
85,LUL2499C,Lululemon Leggings - Black (Medium),Lululemon,Clothing,Bottoms,55.38,"Discover why the Lululemon Leggings - Black (Medium) is a customer favorite. Reliable, stylish, and affordable.",0.26,5x11x8 cm,Black,Extra Large,55,3.9,59,False,False,Light
86,UNI2047D,Uniqlo Hat - Orange,Uniqlo,Clothing,Accessories,16.18,The Uniqlo Hat - Orange delivers exceptional value and quality. Perfect for everyday use.,0.38,15x6x2 cm,Orange,One Size,160,4.3,95,False,False,Light
87,BOS1397C,Bose Google Pixel 8 - Silver,Bose,Electronics,Smartphones,316.58,Discover the future of mobile technology with the Bose Google Pixel 8 - Silver. Sleek design meets powerful functionality.,1.03,14x22x15 cm,Brown,One Size,67,0.0,0,False,False,Light
88,PUM7412A,Backpack,Puma,Clothing,Accessories,22.29,"Discover why the Backpack is a customer favorite. Reliable, stylish, and affordable.",0.35,15x5x3 cm,Black,One Size,141,4.4,117,False,False,Light
89,UND5798D,Blazer (L),Under Armour,Clothing,Outerwear,55.99,High-quality outerwear from Under Armour. Designed for durability and performance.,0.19,14x10x7 cm,White,M,94,0.0,0,False,False,Light
90,TOM2687C,Tommy Hilfiger Leggings,Tommy Hilfiger,Clothing,Bottoms,86.57,High-quality bottoms from Tommy Hilfiger. Designed for durability and performance.,0.47,10x14x6 cm,Gold,One Size,143,4.0,149,False,False,Light
91,GLO4279A,Body Scrub,Glossier,Beauty,Body Care,29.16,The Body Scrub combines form and function for the perfect addition to your collection.,0.49,10x11x4 cm,Orange,One Size,133,3.4,71,False,False,Light
92,GAP1048C,Windbreaker (M),Gap,Clothing,Outerwear,217.79,Experience the difference with the Windbreaker (M). Premium materials and expert craftsmanship.,0.56,22x30x15 cm,Pink,One Size,174,4.8,294,False,False,Light
93,MAC6914A,MAC Moisturizer,MAC,Beauty,Skincare,21.29,The MAC Moisturizer delivers professional-quality skincare at home. Gentle yet effective formula.,0.39,5x12x3 cm,Yellow,One Size,101,4.6,260,False,False,Light
94,CRA6270B,Shoe Rack - Blue,Crate & Barrel,Home,Storage,43.6,High-quality storage from Crate & Barrel. Designed for durability and performance.,1.04,11x24x11 cm,Black,One Size,13,3.6,36,False,False,Light
95,XIA5429A,Xiaomi Samsung Galaxy A54 - Silver,Xiaomi,Electronics,Smartphones,1099.24,Discover the future of mobile technology with the Xiaomi Samsung Galaxy A54 - Silver. Sleek design meets powerful functionality.,0.82,19x30x13 cm,Various,One Size,223,3.9,96,False,False,Light
96,H&M9832D,Crop Top (Medium),H&M,Clothing,Tops,19.21,Elevate your wardrobe with the Crop Top (Medium). Classic design meets modern comfort.,0.2,9x14x6 cm,Various,One Size,618,4.3,137,False,False,Light
97,CAL1254D,Calvin Klein Running Shorts,Calvin Klein,Clothing,Activewear,64.02,The Calvin Klein Running Shorts combines form and function for the perfect addition to your collection.,0.45,8x6x3 cm,Black,One Size,170,4.6,123,False,False,Light
98,NEU8194A,Neutrogena Hair Dryer,Neutrogena,Beauty,Tools,18.41,The Neutrogena Hair Dryer delivers exceptional value and quality. Perfect for everyday use.,0.04,9x9x7 cm,Navy,One Size,188,4.0,32,False,False,Light
99,LUL8852C,Flip Flops (Large),Lululemon,Clothing,Shoes,113.83,The Flip Flops (Large) combines fashion and function. Perfect for any outfit and occasion.,0.54,14x26x6 cm,Red,One Size,129,3.9,60,False,False,Light
100,REV5992D,Revlon Eye Cream,Revlon,Beauty,Skincare,49.07,Nourish your skin with the Revlon Eye Cream. Formulated with premium ingredients for visible results.,0.25,7x6x5 cm,Various,One Size,126,3.9,6,False,False,Light
