product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
34,Adicolor Backpack,Adidas,Clothing,Accessories,98.99,112,1.3,Stylish and comfortable accessories from Adidas. Adicolor Backpack is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
35,Dri-FIT Socks,Nike,Clothing,Accessories,107.79,49,2.4,Stylish and comfortable accessories from Nike. Dri-FIT Socks is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
36,3-Stripes Cap,Adidas,Clothing,Accessories,85.79,112,1.0,Stylish and comfortable accessories from Adidas. 3-Stripes Cap is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
37,AirTag,Apple,Electronics,Accessories,120.95,92,3.8,High-quality accessories from Apple. AirTag features premium materials and cutting-edge technology. Perfect for both personal and professional use.
38,Tech 2.0 T-Shirt,Under Armour,Sports,Fitness,36.95,223,5.0,High-performance fitness from Under Armour. Tech 2.0 T-Shirt is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
39,Barbie Fashionista Doll,Mattel,Toys,Dolls,64.95,25,3.2,Fun and educational dolls from Mattel. Barbie Fashionista Doll encourages creativity and learning through play. Safe for children and built to last.
40,"MacBook Air 15""",Apple,Electronics,Laptops,2778.99,7,5.0,"High-quality laptops from Apple. MacBook Air 15"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
41,AirPods (3rd gen),Apple,Electronics,Headphones,155.99,106,5.0,High-quality headphones from Apple. AirPods (3rd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
42,Foaming Facial Cleanser,CeraVe,Beauty,Skincare,48.95,239,5.0,Professional-grade skincare from CeraVe. Foaming Facial Cleanser delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
43,Lightful C Marine-Bright,MAC,Beauty,Skincare,19.79,459,5.0,Professional-grade skincare from MAC. Lightful C Marine-Bright delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
44,NMD R1,Adidas,Clothing,Shoes,239.99,20,2.8,Stylish and comfortable shoes from Adidas. NMD R1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
45,Ultraboost 22,Adidas,Clothing,Shoes,104.95,69,4.6,Stylish and comfortable shoes from Adidas. Ultraboost 22 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
46,45W Super Fast Charger,Samsung,Electronics,Accessories,188.0,173,4.6,High-quality accessories from Samsung. 45W Super Fast Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
47,Air Max 270,Nike,Clothing,Shoes,124.99,177,5.0,Stylish and comfortable shoes from Nike. Air Max 270 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
48,Superstar,Adidas,Clothing,Shoes,158.0,58,4.0,Stylish and comfortable shoes from Adidas. Superstar is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
49,Galaxy Buds2,Samsung,Electronics,Headphones,400.0,21,5.0,High-quality headphones from Samsung. Galaxy Buds2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
50,Studio Fix Foundation,MAC,Beauty,Makeup,33.49,157,5.0,Professional-grade makeup from MAC. Studio Fix Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
51,Trefoil T-Shirt,Adidas,Clothing,Activewear,125.79,36,3.3,Stylish and comfortable activewear from Adidas. Trefoil T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
52,AirPods Max,Apple,Electronics,Headphones,707.79,52,4.4,High-quality headphones from Apple. AirPods Max features premium materials and cutting-edge technology. Perfect for both personal and professional use.
53,iPad Air,Apple,Electronics,Tablets,1541.0,96,4.6,High-quality tablets from Apple. iPad Air features premium materials and cutting-edge technology. Perfect for both personal and professional use.
54,WH-CH720N,Sony,Electronics,Headphones,584.49,65,3.4,High-quality headphones from Sony. WH-CH720N features premium materials and cutting-edge technology. Perfect for both personal and professional use.
55,Organic Cotton Sheet Set,Pottery Barn,Home,Bedding,301.79,88,1.2,Beautiful and functional bedding from Pottery Barn. Organic Cotton Sheet Set combines style and practicality to enhance your living space. Easy to assemble and maintain.
56,Alpha 7 IV,Sony,Electronics,Cameras,2415.95,62,5.0,High-quality cameras from Sony. Alpha 7 IV features premium materials and cutting-edge technology. Perfect for both personal and professional use.
57,Air Force 1,Nike,Clothing,Shoes,74.0,128,5.0,Stylish and comfortable shoes from Nike. Air Force 1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
58,Galaxy Buds Live,Samsung,Electronics,Headphones,169.0,85,5.0,High-quality headphones from Samsung. Galaxy Buds Live features premium materials and cutting-edge technology. Perfect for both personal and professional use.
59,WH-1000XM5,Sony,Electronics,Headphones,65.99,95,4.3,High-quality headphones from Sony. WH-1000XM5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
60,Niacinamide 10% + Zinc 1%,The Ordinary,Beauty,Skincare,34.79,71,4.6,Professional-grade skincare from The Ordinary. Niacinamide 10% + Zinc 1% delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
61,Windbreaker,Nike,Clothing,Activewear,70.49,135,4.4,Stylish and comfortable activewear from Nike. Windbreaker is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
62,Gazelle,Adidas,Clothing,Shoes,107.49,101,3.0,Stylish and comfortable shoes from Adidas. Gazelle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
63,Prep + Prime Fix+,MAC,Beauty,Makeup,119.49,79,3.1,Professional-grade makeup from MAC. Prep + Prime Fix+ delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
64,Tiro Pants,Adidas,Clothing,Activewear,61.99,95,5.0,Stylish and comfortable activewear from Adidas. Tiro Pants is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
65,Galaxy Z Fold5,Samsung,Electronics,Smartphones,811.99,40,5.0,High-quality smartphones from Samsung. Galaxy Z Fold5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
66,iPhone 14,Apple,Electronics,Smartphones,1515.99,51,1.2,High-quality smartphones from Apple. iPhone 14 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
67,MagSafe Charger,Apple,Electronics,Accessories,64.95,192,4.3,High-quality accessories from Apple. MagSafe Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
68,Vice Lipstick,Urban Decay,Beauty,Makeup,90.0,68,5.0,Professional-grade makeup from Urban Decay. Vice Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
69,Primeblue Hoodie,Adidas,Clothing,Activewear,32.79,183,1.3,Stylish and comfortable activewear from Adidas. Primeblue Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
70,Pulse 3D Headset,Sony,Electronics,Gaming,1285.0,56,5.0,High-quality gaming from Sony. Pulse 3D Headset features premium materials and cutting-edge technology. Perfect for both personal and professional use.
71,"MacBook Pro 14""",Apple,Electronics,Laptops,4332.99,65,5.0,"High-quality laptops from Apple. MacBook Pro 14"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
72,WF-1000XM5,Sony,Electronics,Headphones,159.95,121,3.7,High-quality headphones from Sony. WF-1000XM5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
73,Galaxy Tab A8,Samsung,Electronics,Tablets,284.95,65,3.5,High-quality tablets from Samsung. Galaxy Tab A8 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
74,Naked Eyeshadow Palette,Urban Decay,Beauty,Makeup,91.79,139,5.0,Professional-grade makeup from Urban Decay. Naked Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
75,FX30,Sony,Electronics,Cameras,1912.99,45,5.0,High-quality cameras from Sony. FX30 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
76,Water Bottle,Nike,Clothing,Accessories,84.49,73,4.8,Stylish and comfortable accessories from Nike. Water Bottle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
77,Monopoly Classic,Hasbro,Toys,Board Games,144.99,115,2.8,Fun and educational board games from Hasbro. Monopoly Classic encourages creativity and learning through play. Safe for children and built to last.
78,Galaxy S24 Ultra,Samsung,Electronics,Smartphones,522.0,99,1.7,High-quality smartphones from Samsung. Galaxy S24 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
79,Air Jordan 1,Nike,Clothing,Shoes,134.0,106,3.4,Stylish and comfortable shoes from Nike. Air Jordan 1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
80,Dri-FIT T-Shirt,Nike,Clothing,Activewear,39.49,440,5.0,Stylish and comfortable activewear from Nike. Dri-FIT T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
81,Leggings,Nike,Clothing,Activewear,123.0,170,1.7,Stylish and comfortable activewear from Nike. Leggings is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
82,iPad mini,Apple,Electronics,Tablets,1143.95,24,5.0,High-quality tablets from Apple. iPad mini features premium materials and cutting-edge technology. Perfect for both personal and professional use.
83,Blazer Mid,Nike,Clothing,Shoes,128.79,181,5.0,Stylish and comfortable shoes from Nike. Blazer Mid is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
84,True Match Foundation,L'Oréal,Beauty,Makeup,9.79,493,4.3,Professional-grade makeup from L'Oréal. True Match Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
85,"iPad Pro 12.9""",Apple,Electronics,Tablets,750.49,13,4.2,"High-quality tablets from Apple. iPad Pro 12.9"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
86,WH-1000XM4,Sony,Electronics,Headphones,236.99,47,5.0,High-quality headphones from Sony. WH-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
87,DualSense Controller,Sony,Electronics,Gaming,1017.0,16,3.6,High-quality gaming from Sony. DualSense Controller features premium materials and cutting-edge technology. Perfect for both personal and professional use.
88,"MacBook Pro 16""",Apple,Electronics,Laptops,3701.95,9,5.0,"High-quality laptops from Apple. MacBook Pro 16"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
89,Lightning to USB-C Cable,Apple,Electronics,Accessories,319.99,28,3.8,High-quality accessories from Apple. Lightning to USB-C Cable features premium materials and cutting-edge technology. Perfect for both personal and professional use.
90,Eyeshadow Palette,MAC,Beauty,Makeup,71.49,92,3.3,Professional-grade makeup from MAC. Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
91,"MacBook Air 13""",Apple,Electronics,Laptops,1277.79,13,4.3,"High-quality laptops from Apple. MacBook Air 13"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
92,Stan Smith,Adidas,Clothing,Shoes,199.99,63,4.8,Stylish and comfortable shoes from Adidas. Stan Smith is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
93,Beats Studio3,Apple,Electronics,Headphones,695.49,25,5.0,High-quality headphones from Apple. Beats Studio3 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
94,Prep + Prime Skin,MAC,Beauty,Skincare,96.49,142,5.0,Professional-grade skincare from MAC. Prep + Prime Skin delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
95,Galaxy Buds2 Pro,Samsung,Electronics,Headphones,547.95,21,5.0,High-quality headphones from Samsung. Galaxy Buds2 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
96,Galaxy Watch6,Samsung,Electronics,Accessories,143.49,60,5.0,High-quality accessories from Samsung. Galaxy Watch6 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
97,Creator 3-in-1 Set,LEGO,Toys,Building Sets,147.79,71,4.6,Fun and educational building sets from LEGO. Creator 3-in-1 Set encourages creativity and learning through play. Safe for children and built to last.
98,WF-1000XM4,Sony,Electronics,Headphones,298.0,30,1.1,High-quality headphones from Sony. WF-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
99,Gym Bag,Nike,Clothing,Accessories,15.99,472,4.7,Stylish and comfortable accessories from Nike. Gym Bag is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
100,BILLY Bookcase,IKEA,Home,Furniture,112.79,104,5.0,Beautiful and functional furniture from IKEA. BILLY Bookcase combines style and practicality to enhance your living space. Easy to assemble and maintain.
101,Hoodie,Nike,Clothing,Activewear,30.49,286,5.0,Stylish and comfortable activewear from Nike. Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
102,Galaxy Tab S9,Samsung,Electronics,Tablets,902.0,87,5.0,High-quality tablets from Samsung. Galaxy Tab S9 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
103,Adicolor Classics,Adidas,Clothing,Activewear,57.0,120,5.0,Stylish and comfortable activewear from Adidas. Adicolor Classics is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
104,iPhone SE,Apple,Electronics,Smartphones,1453.95,58,3.8,High-quality smartphones from Apple. iPhone SE features premium materials and cutting-edge technology. Perfect for both personal and professional use.
